,Uniprot,Protein Symbol,Antibodypedia Link,Ref-ed Antibodies via Antibodypedia,Total Article Count,Term Article Count,'String' Interactions,GO Score,UV Score,Overall Score,GO Terms
129,P22105,TNXB,https://www.antibodypedia.com/gene/3947/TNXB,7,211,3,4,0,2,2.570303357275411,"['C:collagen-containing extracellular matrix', 'C:extracellular exosome', 'C:extracellular matrix', 'C:extracellular region', 'C:extracellular space', 'C:intracellular membrane-bounded organelle', 'C:tenascin complex', 'F:collagen binding', 'F:collagen fibril binding', 'F:extracellular matrix structural constituent', 'F:heparin binding', 'F:integrin binding', 'P:actin cytoskeleton organization', 'P:cell adhesion', 'P:cell-cell adhesion', 'P:cell-matrix adhesion', 'P:collagen fibril organization', 'P:collagen metabolic process', 'P:elastic fiber assembly', 'P:fatty acid metabolic process', 'P:neuron projection development', 'P:positive regulation of cell fate determination', 'P:positive regulation of cell population proliferation', 'P:positive regulation of collagen fibril organization', 'P:positive regulation of epithelial to mesenchymal transition', 'P:positive regulation of vascular endothelial growth factor signaling pathway', 'P:regulation of cell adhesion', 'P:regulation of cell differentiation', 'P:regulation of cell migration', 'P:triglyceride metabolic process']"
130,P22415,USF1,https://www.antibodypedia.com/gene/3773/USF1,20,777,34,1,12,2,7.9109504741938625,"['C:chromatin', 'C:Golgi apparatus', 'C:nucleoplasm', 'C:nucleus', 'C:transcription regulator complex', 'F:bHLH transcription factor binding', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:enzyme binding', 'F:histone deacetylase binding', 'F:identical protein binding', 'F:protein heterodimerization activity', 'F:protein homodimerization activity', 'F:protein kinase binding', 'F:protein-containing complex binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:sequence-specific DNA binding', 'F:sequence-specific double-stranded DNA binding', 'P:carbon catabolite regulation of transcription', 'P:cellular response to insulin stimulus', 'P:glucose homeostasis', 'P:late viral transcription', 'P:lipid homeostasis', 'P:negative regulation of fibrinolysis', 'P:positive regulation of transcription by RNA polymerase II', 'P:positive regulation of transcription from RNA polymerase II promoter by glucose', 'P:regulation of transcription by RNA polymerase II', 'P:regulation of transcription from RNA polymerase II promoter by glucose', 'P:response to hypoxia', 'P:response to UV']"
131,P22455,FGFR4,https://www.antibodypedia.com/gene/3922/FGFR4,22,1282,20,9,0,1,3.0408941262451794,"['C:endoplasmic reticulum', 'C:endosome', 'C:extracellular region', 'C:Golgi apparatus', 'C:plasma membrane', 'C:receptor complex', 'C:transport vesicle', 'F:ATP binding', 'F:fibroblast growth factor binding', 'F:fibroblast growth factor receptor activity', 'F:heparin binding', 'P:cell migration', 'P:cholesterol homeostasis', 'P:fibroblast growth factor receptor signaling pathway', 'P:glucose homeostasis', 'P:peptidyl-tyrosine phosphorylation', 'P:phosphate ion homeostasis', 'P:positive regulation of catalytic activity', 'P:positive regulation of cell population proliferation', 'P:positive regulation of DNA biosynthetic process', 'P:positive regulation of ERK1 and ERK2 cascade', 'P:positive regulation of gene expression', 'P:positive regulation of proteolysis', 'P:protein autophosphorylation', 'P:regulation of bile acid biosynthetic process', 'P:regulation of extracellular matrix disassembly', 'P:regulation of lipid metabolic process']"
132,P22531,SPRR2E,https://www.antibodypedia.com/gene/76994/SPRR2E,0,9,1,0,0,4,3.39807548243066,"['C:cornified envelope', 'C:cytoplasm', 'C:cytosol', 'F:structural constituent of skin epidermis', 'F:structural molecule activity', 'P:epidermis development', 'P:keratinization', 'P:peptide cross-linking']"
133,P22607,FGFR3,https://www.antibodypedia.com/gene/3787/FGFR3,27,3634,66,11,0,2,4.46317150573608,"['C:cell surface', 'C:endoplasmic reticulum', 'C:extracellular region', 'C:Golgi apparatus', 'C:plasma membrane', 'C:receptor complex', 'C:transport vesicle', 'F:ATP binding', 'F:fibroblast growth factor binding', 'F:fibroblast growth factor receptor activity', 'F:identical protein binding', 'F:protein tyrosine kinase activity', 'P:bone maturation', 'P:bone mineralization', 'P:bone morphogenesis', 'P:cell surface receptor signaling pathway via JAK-STAT', 'P:cell-cell signaling', 'P:chondrocyte differentiation', 'P:chondrocyte proliferation', 'P:endochondral bone growth', 'P:endochondral ossification', 'P:fibroblast growth factor receptor apoptotic signaling pathway', 'P:fibroblast growth factor receptor signaling pathway', 'P:MAPK cascade', 'P:negative regulation of developmental growth', 'P:positive regulation of cell population proliferation', 'P:positive regulation of ERK1 and ERK2 cascade', 'P:positive regulation of MAPK cascade', 'P:positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:positive regulation of phospholipase activity', 'P:positive regulation of tyrosine phosphorylation of STAT protein', 'P:skeletal system development']"
134,P22897,MRC1,https://www.antibodypedia.com/gene/72990/MRC1,75,725,25,1,0,-4,-0.3691988231826797,"['C:cell surface', 'C:endosome membrane', 'C:plasma membrane', 'F:cargo receptor activity', 'F:mannose binding', 'F:signaling receptor activity', 'F:transmembrane signaling receptor activity', 'F:virus receptor activity', 'P:cellular response to interleukin-4', 'P:cellular response to lipopolysaccharide', 'P:cellular response to type II interferon', 'P:receptor-mediated endocytosis']"
135,P23229,ITGA6,https://www.antibodypedia.com/gene/1485/ITGA6,132,442,9,13,1,3,9.793728612326648,"['C:adherens junction', 'C:cell surface', 'C:external side of plasma membrane', 'C:filopodium', 'C:focal adhesion', 'C:integrin alpha6-beta1 complex', 'C:integrin alpha6-beta4 complex', 'C:integrin complex', 'C:plasma membrane', 'F:cadherin binding', 'F:insulin-like growth factor I binding', 'F:integrin binding', 'F:laminin binding', 'F:metal ion binding', 'F:neuregulin binding', 'P:cell adhesion mediated by integrin', 'P:cell-cell adhesion', 'P:cell-matrix adhesion', 'P:cell-substrate adhesion', 'P:cell-substrate junction assembly', 'P:cellular response to organic cyclic compound', 'P:ectodermal cell differentiation', 'P:integrin-mediated signaling pathway', 'P:leukocyte migration', 'P:nail development', 'P:negative regulation of extrinsic apoptotic signaling pathway', 'P:positive regulation of apoptotic process', 'P:positive regulation of cell migration', 'P:positive regulation of cell-substrate adhesion', 'P:positive regulation of GTPase activity', 'P:positive regulation of neuron projection development', 'P:positive regulation of phosphorylation', 'P:positive regulation of transcription by RNA polymerase II', 'P:skin morphogenesis']"
136,P23634,ATP2B4,https://www.antibodypedia.com/gene/4241/ATP2B4,7,130,7,5,1,1,2.3696031591878963,"['C:basolateral plasma membrane', 'C:caveola', 'C:glutamatergic synapse', 'C:intracellular membrane-bounded organelle', 'C:membrane', 'C:membrane raft', 'C:plasma membrane', 'C:presynaptic active zone membrane', 'C:protein-containing complex', 'C:sperm flagellum', 'C:sperm principal piece', 'C:T-tubule', 'C:Z disc', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:calcium ion transmembrane transporter activity', 'F:calmodulin binding', 'F:metal ion binding', 'F:nitric-oxide synthase binding', 'F:nitric-oxide synthase inhibitor activity', 'F:P-type calcium transporter activity', 'F:PDZ domain binding', 'F:protein kinase binding', 'F:protein phosphatase 2B binding', 'F:scaffold protein binding', 'F:sodium channel regulator activity', 'P:calcium ion export', 'P:calcium ion import across plasma membrane', 'P:calcium ion transmembrane import into cytosol', 'P:calcium ion transmembrane transport', 'P:cellular response to acetylcholine', 'P:cellular response to epinephrine stimulus', 'P:flagellated sperm motility', 'P:hippocampus development', 'P:intracellular calcium ion homeostasis', 'P:monoatomic ion transmembrane transport', 'P:negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway', 'P:negative regulation of angiogenesis', 'P:negative regulation of arginine catabolic process', 'P:negative regulation of blood vessel endothelial cell migration', 'P:negative regulation of calcineurin-NFAT signaling cascade', 'P:negative regulation of cardiac muscle hypertrophy in response to stress', 'P:negative regulation of cellular response to vascular endothelial growth factor stimulus', 'P:negative regulation of citrulline biosynthetic process', 'P:negative regulation of gene expression', 'P:negative regulation of nitric oxide biosynthetic process', 'P:negative regulation of nitric-oxide synthase activity', 'P:negative regulation of peptidyl-cysteine S-nitrosylation', 'P:negative regulation of the force of heart contraction', 'P:neural retina development', 'P:nitric oxide-cGMP-mediated signaling', 'P:positive regulation of protein localization to plasma membrane', 'P:regulation of cardiac conduction', 'P:regulation of cell cycle G1/S phase transition', 'P:regulation of cytosolic calcium ion concentration', 'P:regulation of sodium ion transmembrane transport', 'P:regulation of transcription by RNA polymerase II', 'P:response to hydrostatic pressure', 'P:spermatogenesis', 'P:transport across blood-brain barrier', 'P:urinary bladder smooth muscle contraction']"
137,P24844,MYL9,https://www.antibodypedia.com/gene/11734/MYL9,20,176,4,25,-2,2,5.521034456111586,"['C:cell cortex', 'C:cytoplasm', 'C:cytosol', 'C:muscle myosin complex', 'C:myofibril', 'C:stress fiber', 'C:Z disc', 'F:calcium ion binding', 'F:myosin heavy chain binding', 'F:structural constituent of muscle', 'P:myofibril assembly', 'P:platelet aggregation', 'P:regulation of muscle contraction']"
138,P25054,APC,https://www.antibodypedia.com/gene/1054/APC,21,29619,728,7,1,1,5.939910661174885,"['C:adherens junction', 'C:beta-catenin destruction complex', 'C:bicellular tight junction', 'C:catenin complex', 'C:centrosome', 'C:cytoplasm', 'C:cytosol', 'C:Golgi apparatus', 'C:kinetochore', 'C:lamellipodium', 'C:lateral plasma membrane', 'C:microtubule', 'C:nucleoplasm', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:ruffle membrane', 'C:Wnt signalosome', 'F:beta-catenin binding', 'F:dynein complex binding', 'F:gamma-catenin binding', 'F:microtubule binding', 'F:microtubule plus-end binding', 'F:protein kinase binding', 'F:protein kinase regulator activity', 'F:ubiquitin protein ligase binding', 'P:bicellular tight junction assembly', 'P:cell adhesion', 'P:cell fate specification', 'P:cell migration', 'P:DNA damage response', 'P:endocardial cushion morphogenesis', 'P:heart valve development', 'P:insulin receptor signaling pathway', 'P:mitotic cytokinesis', 'P:mitotic spindle assembly checkpoint signaling', 'P:negative regulation of canonical Wnt signaling pathway', 'P:negative regulation of cell cycle G1/S phase transition', 'P:negative regulation of cell population proliferation', 'P:negative regulation of cyclin-dependent protein serine/threonine kinase activity', 'P:negative regulation of G1/S transition of mitotic cell cycle', 'P:negative regulation of microtubule depolymerization', 'P:nervous system development', 'P:pattern specification process', 'P:positive regulation of apoptotic process', 'P:positive regulation of cell migration', 'P:positive regulation of cold-induced thermogenesis', 'P:positive regulation of protein catabolic process', 'P:positive regulation of protein localization to centrosome', 'P:positive regulation of pseudopodium assembly', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein-containing complex assembly', 'P:regulation of attachment of spindle microtubules to kinetochore', 'P:regulation of microtubule-based movement', 'P:regulation of microtubule-based process', 'P:Wnt signaling pathway']"
139,P25391,LAMA1,https://www.antibodypedia.com/gene/4123/LAMA1,22,176,3,6,0,2,3.4336679026814796,"['C:basement membrane', 'C:cell-cell junction', 'C:collagen-containing extracellular matrix', 'C:extracellular matrix', 'C:extracellular region', 'C:extracellular space', 'C:laminin-1 complex', 'C:laminin-3 complex', 'C:membrane', 'C:protein complex involved in cell-matrix adhesion', 'F:extracellular matrix structural constituent', 'F:glycosphingolipid binding', 'F:signaling receptor binding', 'P:branching involved in salivary gland morphogenesis', 'P:cell adhesion', 'P:cell surface receptor signaling pathway', 'P:epithelial tube branching involved in lung morphogenesis', 'P:establishment of epithelial cell apical/basal polarity', 'P:morphogenesis of an epithelial sheet', 'P:neuron projection development', 'P:positive regulation of cell adhesion', 'P:positive regulation of integrin-mediated signaling pathway', 'P:positive regulation of muscle cell differentiation', 'P:regulation of basement membrane organization', 'P:regulation of cell migration', 'P:regulation of embryonic development', 'P:retinal blood vessel morphogenesis']"
140,P28290,ITPRID2,https://www.antibodypedia.com/gene/33982/ITPRID2,1,26,1,2,0,1,1.20508151992651,"['C:cytosol', 'C:nucleoplasm', 'C:plasma membrane', 'F:actin filament binding', 'F:signaling receptor binding']"
141,P28340,POLD1,https://www.antibodypedia.com/gene/3821/POLD1,7,352,74,12,7,5,10.17011968825351,"['C:aggresome', 'C:cytosol', 'C:delta DNA polymerase complex', 'C:membrane', 'C:nucleoplasm', 'C:nucleotide-excision repair complex', 'C:nucleus', ""F:3'-5'-DNA exonuclease activity"", 'F:4 iron, 4 sulfur cluster binding', 'F:chromatin binding', 'F:damaged DNA binding', 'F:DNA binding', 'F:DNA-directed DNA polymerase activity', 'F:enzyme binding', 'F:metal ion binding', 'F:nucleotide binding', 'P:base-excision repair, gap-filling', 'P:cellular response to UV', 'P:DNA biosynthetic process', 'P:DNA repair', 'P:DNA replication', 'P:DNA replication proofreading', 'P:DNA synthesis involved in DNA repair', 'P:DNA-templated DNA replication', 'P:error-free translesion synthesis', 'P:fatty acid homeostasis', 'P:nucleotide-excision repair, DNA gap filling', 'P:response to UV']"
142,P29353,SHC1,https://www.antibodypedia.com/gene/731/SHC1,40,1391,14,18,2,-4,1.626238582067264,"['C:cytosol', 'C:focal adhesion', 'C:mitochondrial matrix', 'C:plasma membrane', 'C:Shc-EGFR complex', 'F:ephrin receptor binding', 'F:epidermal growth factor binding', 'F:epidermal growth factor receptor binding', 'F:insulin receptor binding', 'F:insulin-like growth factor receptor binding', 'F:neurotrophin TRKA receptor binding', 'F:phospholipid binding', 'F:phosphotyrosine residue binding', 'F:receptor tyrosine kinase binding', 'F:transmembrane receptor protein tyrosine kinase adaptor activity', 'P:actin cytoskeleton organization', 'P:angiogenesis', 'P:cell-cell adhesion', 'P:cellular response to growth factor stimulus', 'P:defense response to bacterium', 'P:epidermal growth factor receptor signaling pathway', 'P:heart development', 'P:insulin receptor signaling pathway', 'P:insulin-like growth factor receptor signaling pathway', 'P:intracellular signal transduction', 'P:negative regulation of angiogenesis', 'P:negative regulation of apoptotic process', 'P:negative regulation of DNA-templated transcription', 'P:positive regulation of cell population proliferation', 'P:positive regulation of cell proliferation in bone marrow', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of ERK1 and ERK2 cascade', 'P:positive regulation of MAPK cascade', 'P:regulation of superoxide metabolic process']"
143,P30613,PKLR,https://www.antibodypedia.com/gene/1670/PKLR,12,320,3,6,0,-3,-1.1910128052624553,"['C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:pyruvate kinase complex', 'F:ATP binding', 'F:kinase activity', 'F:magnesium ion binding', 'F:monosaccharide binding', 'F:potassium ion binding', 'F:pyruvate kinase activity', 'P:cellular response to epinephrine stimulus', 'P:cellular response to insulin stimulus', 'P:glycolytic process', 'P:pyruvate biosynthetic process', 'P:response to ATP', 'P:response to cAMP', 'P:response to glucose', 'P:response to hypoxia', 'P:response to metal ion', 'P:response to nutrient']"
144,P31415,CASQ1,https://www.antibodypedia.com/gene/1664/CASQ1,12,152,2,17,0,1,3.9525329869001196,"['C:endoplasmic reticulum', 'C:mitochondrial matrix', 'C:mitochondrion', 'C:sarcoplasmic reticulum', 'C:sarcoplasmic reticulum lumen', 'C:sarcoplasmic reticulum membrane', 'C:smooth endoplasmic reticulum', 'C:T-tubule', 'C:terminal cisterna lumen', 'C:Z disc', 'F:calcium ion binding', 'F:identical protein binding', 'P:endoplasmic reticulum organization', 'P:positive regulation of release of sequestered calcium ion into cytosol', 'P:positive regulation of store-operated calcium channel activity', 'P:protein polymerization', 'P:regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion', 'P:regulation of store-operated calcium entry', 'P:response to denervation involved in regulation of muscle adaptation', 'P:response to heat', 'P:response to organic substance', 'P:sarcomere organization', 'P:skeletal muscle tissue development']"
145,P35080,PFN2,https://www.antibodypedia.com/gene/33583/PFN2,4,112,1,7,0,2,2.93080615653773,"['C:cytoplasm', 'C:cytoskeleton', 'C:extracellular exosome', 'C:glutamatergic synapse', 'C:postsynapse', 'C:presynapse', 'C:Schaffer collateral - CA1 synapse', 'F:actin binding', 'F:actin monomer binding', 'F:ATP hydrolysis activity', 'F:phosphatidylinositol-4,5-bisphosphate binding', 'P:actin cytoskeleton organization', 'P:modification of postsynaptic actin cytoskeleton', 'P:negative regulation of actin filament polymerization', 'P:negative regulation of epithelial cell migration', 'P:negative regulation of ruffle assembly', 'P:positive regulation of actin filament bundle assembly', 'P:positive regulation of actin filament polymerization', 'P:positive regulation of ATP-dependent activity', 'P:positive regulation of peptidyl-serine phosphorylation', 'P:positive regulation of stress fiber assembly', 'P:presynaptic modulation of chemical synaptic transmission', 'P:protein stabilization', 'P:regulation of actin filament polymerization', 'P:regulation of synaptic vesicle exocytosis']"
146,P35663,CYLC1,https://www.antibodypedia.com/gene/14277/CYLC1,2,7,1,0,0,3,2.6236747985005007,"['C:acrosomal matrix', 'C:cytoskeletal calyx', 'C:nucleus', 'F:structural constituent of cytoskeleton', 'F:structural molecule activity', 'P:cell differentiation', 'P:spermatogenesis']"
147,P36543,ATP6V1E1,https://www.antibodypedia.com/gene/4024/ATP6V1E1,6,34,0,3,0,2,2.376220833311045,"['C:apical plasma membrane', 'C:clathrin-coated vesicle membrane', 'C:cytosol', 'C:endosome', 'C:extracellular exosome', 'C:lysosomal membrane', 'C:microvillus', 'C:proton-transporting two-sector ATPase complex', 'C:synaptic vesicle membrane', 'C:vacuolar proton-transporting V-type ATPase, V1 domain', 'F:ATPase binding', 'F:proton-transporting ATPase activity, rotational mechanism', 'P:proton transmembrane transport', 'P:regulation of macroautophagy', 'P:synaptic vesicle lumen acidification']"
148,P37840,SNCA,https://www.antibodypedia.com/gene/14688/SNCA,83,3676,22,7,2,3,7.004444619341932,"['C:actin cytoskeleton', 'C:axon', 'C:axon terminus', 'C:cell cortex', 'C:cytoplasm', 'C:cytosol', 'C:extracellular region', 'C:extracellular space', 'C:growth cone', 'C:inclusion body', 'C:lysosome', 'C:membrane', 'C:mitochondrion', 'C:neuronal cell body', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:postsynapse', 'C:protein-containing complex', 'C:supramolecular fiber', 'C:synaptic vesicle membrane', 'F:actin binding', 'F:alpha-tubulin binding', 'F:calcium ion binding', 'F:copper ion binding', 'F:cuprous ion binding', 'F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'F:dynein complex binding', 'F:ferrous iron binding', 'F:histone binding', 'F:Hsp70 protein binding', 'F:identical protein binding', 'F:kinesin binding', 'F:lipid binding', 'F:magnesium ion binding', 'F:molecular adaptor activity', 'F:oxidoreductase activity', 'F:phospholipid binding', 'F:phosphoprotein binding', 'F:protein kinase inhibitor activity', 'F:SNARE binding', 'F:tau protein binding', 'F:transcription cis-regulatory region binding', 'F:zinc ion binding', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:adult locomotory behavior', 'P:amyloid fibril formation', 'P:cellular response to copper ion', 'P:cellular response to epinephrine stimulus', 'P:cellular response to oxidative stress', 'P:chemical synaptic transmission', 'P:dopamine biosynthetic process', 'P:dopamine uptake involved in synaptic transmission', 'P:excitatory postsynaptic potential', 'P:fatty acid metabolic process', 'P:long-term synaptic potentiation', 'P:microglial cell activation', 'P:mitochondrial ATP synthesis coupled electron transport', 'P:mitochondrial membrane organization', 'P:negative regulation of apoptotic process', 'P:negative regulation of chaperone-mediated autophagy', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:negative regulation of dopamine uptake involved in synaptic transmission', 'P:negative regulation of exocytosis', 'P:negative regulation of microtubule polymerization', 'P:negative regulation of mitochondrial electron transport, NADH to ubiquinone', 'P:negative regulation of monooxygenase activity', 'P:negative regulation of neuron apoptotic process', 'P:negative regulation of norepinephrine uptake', 'P:negative regulation of platelet-derived growth factor receptor signaling pathway', 'P:negative regulation of protein kinase activity', 'P:negative regulation of serotonin uptake', 'P:negative regulation of thrombin-activated receptor signaling pathway', 'P:negative regulation of transcription by RNA polymerase II', 'P:negative regulation of transporter activity', 'P:neuron apoptotic process', 'P:neutral lipid metabolic process', 'P:phospholipid metabolic process', 'P:positive regulation of apoptotic process', 'P:positive regulation of endocytosis', 'P:positive regulation of exocytosis', 'P:positive regulation of glutathione peroxidase activity', 'P:positive regulation of hydrogen peroxide catabolic process', 'P:positive regulation of inflammatory response', 'P:positive regulation of inositol phosphate biosynthetic process', 'P:positive regulation of neurotransmitter secretion', 'P:positive regulation of peptidyl-serine phosphorylation', 'P:positive regulation of protein localization to cell periphery', 'P:positive regulation of protein serine/threonine kinase activity', 'P:positive regulation of receptor recycling', 'P:positive regulation of release of sequestered calcium ion into cytosol', 'P:positive regulation of SNARE complex assembly', 'P:protein destabilization', 'P:protein tetramerization', 'P:receptor internalization', 'P:regulation of acyl-CoA biosynthetic process', 'P:regulation of dopamine secretion', 'P:regulation of glutamate secretion', 'P:regulation of locomotion', 'P:regulation of long-term neuronal synaptic plasticity', 'P:regulation of macrophage activation', 'P:regulation of norepinephrine uptake', 'P:regulation of phospholipase activity', 'P:regulation of presynapse assembly', 'P:regulation of reactive oxygen species biosynthetic process', 'P:regulation of synaptic vesicle recycling', 'P:regulation of transmembrane transporter activity', 'P:response to interleukin-1', 'P:response to iron(II) ion', 'P:response to lipopolysaccharide', 'P:response to magnesium ion', 'P:response to type II interferon', 'P:response to xenobiotic stimulus', 'P:SNARE complex assembly', 'P:supramolecular fiber organization', 'P:synapse organization', 'P:synaptic vesicle endocytosis', 'P:synaptic vesicle exocytosis', 'P:synaptic vesicle priming', 'P:synaptic vesicle transport']"
149,P40189,IL6ST,https://www.antibodypedia.com/gene/2448/IL6ST,61,1272,13,1,0,-4,-1.130953220651223,"['C:ciliary neurotrophic factor receptor complex', 'C:dendrite', 'C:external side of plasma membrane', 'C:extracellular exosome', 'C:extracellular region', 'C:extracellular space', 'C:interleukin-6 receptor complex', 'C:membrane', 'C:membrane raft', 'C:neuronal cell body', 'C:oncostatin-M receptor complex', 'C:plasma membrane', 'C:receptor complex', 'F:ciliary neurotrophic factor receptor activity', 'F:ciliary neurotrophic factor receptor binding', 'F:coreceptor activity', 'F:cytokine binding', 'F:cytokine receptor activity', 'F:growth factor binding', 'F:identical protein binding', 'F:interleukin-11 binding', 'F:interleukin-11 receptor activity', 'F:interleukin-27 receptor activity', 'F:protein tyrosine kinase activator activity', 'F:scaffold protein binding', 'P:ciliary neurotrophic factor-mediated signaling pathway', 'P:cytokine-mediated signaling pathway', 'P:glycogen metabolic process', 'P:interleukin-11-mediated signaling pathway', 'P:interleukin-27-mediated signaling pathway', 'P:interleukin-6-mediated signaling pathway', 'P:intestinal epithelial cell development', 'P:leukemia inhibitory factor signaling pathway', 'P:negative regulation of apoptotic process', 'P:negative regulation of interleukin-6-mediated signaling pathway', 'P:negative regulation of neuron apoptotic process', 'P:oncostatin-M-mediated signaling pathway', 'P:positive regulation of acute inflammatory response', 'P:positive regulation of adaptive immune response', 'P:positive regulation of astrocyte differentiation', 'P:positive regulation of cardiac muscle hypertrophy', 'P:positive regulation of cell population proliferation', 'P:positive regulation of Notch signaling pathway', 'P:positive regulation of osteoblast differentiation', 'P:positive regulation of platelet aggregation', 'P:positive regulation of T cell proliferation', 'P:positive regulation of tyrosine phosphorylation of STAT protein', 'P:positive regulation of vascular endothelial growth factor production', 'P:response to cytokine', 'P:T-helper 17 cell lineage commitment']"
150,P40394,ADH7,https://www.antibodypedia.com/gene/25891/ADH7,7,135,2,1,0,-4,-2.980873886402194,"['C:cytosol', 'C:plasma membrane', 'F:alcohol dehydrogenase (NAD+) activity', 'F:alcohol dehydrogenase (NAD+) activity, zinc-dependent', 'F:aldehyde oxidase activity', 'F:all-trans-retinol dehydrogenase (NAD+) activity', 'F:ethanol binding', 'F:omega-hydroxydecanoate dehydrogenase activity', 'F:receptor antagonist activity', 'F:retinol binding', 'F:zinc ion binding', 'P:fatty acid omega-oxidation', 'P:response to bacterium', 'P:response to ethanol', 'P:retinoic acid metabolic process', 'P:retinoid metabolic process', 'P:retinol metabolic process']"
151,P40855,PEX19,https://www.antibodypedia.com/gene/34274/PEX19,4,181,1,7,0,2,2.9167755584131,"['C:brush border membrane', 'C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:nucleoplasm', 'C:nucleus', 'C:peroxisomal membrane', 'C:peroxisome', 'C:protein-containing complex', 'F:ATPase binding', 'F:peroxisome membrane class-1 targeting sequence binding', 'F:peroxisome membrane targeting sequence binding', 'F:protein carrier chaperone', 'P:chaperone-mediated protein folding', 'P:establishment of protein localization to peroxisome', 'P:negative regulation of lipid binding', 'P:peroxisome fission', 'P:peroxisome membrane biogenesis', 'P:peroxisome organization', 'P:protein import into peroxisome membrane', 'P:protein stabilization', 'P:protein targeting to peroxisome']"
152,P41214,EIF2D,https://www.antibodypedia.com/gene/34586/EIF2D,2,39,1,2,-3,1,-0.03240108023309807,"['C:cytoplasm', 'C:cytosol', 'C:nuclear body', 'F:RNA binding', 'F:signaling receptor activity', 'F:translation initiation factor activity', 'P:formation of translation preinitiation complex', 'P:intracellular protein transport', 'P:IRES-dependent viral translational initiation', 'P:ribosome disassembly']"
153,P43358,MAGEA4,https://www.antibodypedia.com/gene/17051/MAGEA4,10,381,113,0,1,2,3.771538628661781,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of apoptotic process', 'P:negative regulation of transcription by RNA polymerase II', 'P:positive regulation of cell cycle']"
154,P43362,MAGEA9,https://www.antibodypedia.com/gene/72928/MAGEA9B,0,40,22,0,1,1,1.5293286071037366,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
155,P43362,MAGEA9B,https://www.antibodypedia.com/gene/72928/MAGEA9B,0,2,0,0,1,1,1.2701727076439493,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
156,P43362,MAGEA9,https://www.antibodypedia.com/gene/72928/MAGEA9B,0,40,22,0,1,1,1.5293286071037366,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
157,P43362,MAGEA9B,https://www.antibodypedia.com/gene/72928/MAGEA9B,0,2,0,0,1,1,1.2701727076439493,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
158,P45378,TNNT3,https://www.antibodypedia.com/gene/22978/TNNT3,5,128,2,27,-1,3,6.551315827754552,"['C:cytosol', 'C:troponin complex', 'F:calcium-dependent protein binding', 'F:tropomyosin binding', 'F:troponin C binding', 'F:troponin I binding', 'P:positive regulation of calcium-dependent ATPase activity', 'P:regulation of ATP-dependent activity', 'P:regulation of striated muscle contraction', 'P:sarcomere organization', 'P:skeletal muscle contraction']"
