,Uniprot,Protein Symbol,Antibodypedia Link,Ref-ed Antibodies via Antibodypedia,Total Article Count,Term Article Count,'String' Interactions,GO Score,UV Score,Overall Score,GO Terms
507,Q9UKA1,FBXL5,https://www.antibodypedia.com/gene/9778/FBXL5,4,85,1,4,5,3,5.171988361739052,"['C:cytosol', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:SCF ubiquitin ligase complex', 'C:ubiquitin ligase complex', 'F:2 iron, 2 sulfur cluster binding', 'F:iron ion binding', 'F:ubiquitin-protein transferase activity', 'P:intracellular iron ion homeostasis', 'P:multicellular organismal-level iron ion homeostasis', 'P:positive regulation of protein catabolic process', 'P:protein ubiquitination', 'P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process']"
68,O95155,UBE4B,https://www.antibodypedia.com/gene/13520/UBE4B,8,108,0,10,5,1,5.163694471000408,"['C:cytoplasm', 'C:nucleus', 'C:ubiquitin ligase complex', 'F:enzyme binding', 'F:ubiquitin-ubiquitin ligase activity', 'P:ERAD pathway', 'P:granzyme-mediated apoptotic signaling pathway', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein polyubiquitination', 'P:response to UV', 'P:ubiquitin-dependent protein catabolic process']"
386,Q92621,NUP205,https://www.antibodypedia.com/gene/18139/NUP205,3,65,0,9,7,1,5.151811649102914,"['C:cytosol', 'C:membrane', 'C:nuclear envelope', 'C:nuclear membrane', 'C:nuclear periphery', 'C:nuclear pore', 'C:nuclear pore inner ring', 'F:structural constituent of nuclear pore', 'P:mRNA transport', 'P:nuclear pore complex assembly', 'P:nuclear pore organization', 'P:nucleocytoplasmic transport', 'P:protein transport']"
209,Q08379,GOLGA2,https://www.antibodypedia.com/gene/4216/GOLGA2,16,48,1,12,1,1,5.1146396454670295,"['C:cis-Golgi network', 'C:COPII-coated ER to Golgi transport vesicle', 'C:endoplasmic reticulum-Golgi intermediate compartment membrane', 'C:Golgi apparatus', 'C:Golgi cis cisterna', 'C:Golgi cisterna membrane', 'C:Golgi membrane', 'C:microtubule', 'C:mitotic spindle', 'C:spindle pole', 'F:cadherin binding', 'F:identical protein binding', 'F:importin-alpha family protein binding', 'F:microtubule binding', 'F:protein kinase binding', 'F:syntaxin binding', 'P:asymmetric cell division', 'P:centrosome cycle', 'P:endoplasmic reticulum to Golgi vesicle-mediated transport', 'P:Golgi disassembly', 'P:Golgi organization', 'P:Golgi ribbon formation', 'P:meiotic spindle assembly', 'P:microtubule nucleation', 'P:mitotic spindle assembly', 'P:negative regulation of autophagy', 'P:negative regulation of protein binding', 'P:positive regulation of protein glycosylation', 'P:protein glycosylation', 'P:protein homotetramerization', 'P:protein transport', 'P:spindle assembly']"
64,O94854,MACF1,None,0,196,4,11,0,3,5.110271524956085,"['C:cytoplasm', 'C:cytoskeleton', 'F:calcium ion binding', 'F:microtubule binding', 'P:intermediate filament cytoskeleton organization']"
83,P07197,NEFM,https://www.antibodypedia.com/gene/4396/NEFM,29,74,1,2,0,3,5.087668661697576,"['C:axon', 'C:cytoplasm', 'C:intermediate filament', 'C:intermediate filament cytoskeleton', 'C:neurofibrillary tangle', 'C:neurofilament', 'C:postsynaptic intermediate filament cytoskeleton', 'F:microtubule binding', 'F:structural constituent of cytoskeleton', 'P:neurofilament bundle assembly']"
280,Q5T4S7,UBR4,https://www.antibodypedia.com/gene/2856/UBR4,6,99,5,5,9,1,5.037070359102444,"['C:centrosome', 'C:cytoplasm', 'C:cytosol', 'C:endosome', 'C:ficolin-1-rich granule membrane', 'C:membrane', 'C:nucleoplasm', 'C:plasma membrane', 'C:specific granule membrane', 'C:tertiary granule membrane', 'F:calmodulin binding', 'F:ubiquitin protein ligase activity', 'F:ubiquitin-protein transferase activity', 'F:zinc ion binding', 'P:cytoplasm protein quality control', 'P:cytoplasm protein quality control by the ubiquitin-proteasome system', 'P:endosome organization', 'P:negative regulation of fatty acid biosynthetic process', 'P:positive regulation of autophagy', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein K11-linked ubiquitination', 'P:protein K27-linked ubiquitination', 'P:protein K48-linked ubiquitination', 'P:ubiquitin-dependent protein catabolic process', 'P:ubiquitin-dependent protein catabolic process via the N-end rule pathway']"
119,P17540,CKMT2,https://www.antibodypedia.com/gene/12782/CKMT2,5,56,0,9,0,3,5.006527612305657,"['C:mitochondrial inner membrane', 'C:mitochondrion', 'F:ATP binding', 'F:creatine kinase activity', 'P:muscle contraction', 'P:phosphocreatine biosynthetic process']"
469,Q9NR12,PDLIM7,https://www.antibodypedia.com/gene/17442/PDLIM7,6,180,2,10,-1,3,5.005060184840758,"['C:actin cytoskeleton', 'C:adherens junction', 'C:cytosol', 'C:filamentous actin', 'C:focal adhesion', 'C:nucleoplasm', 'C:ruffle', 'C:stress fiber', 'C:Z disc', 'F:actin binding', 'F:metal ion binding', 'F:muscle alpha-actinin binding', 'P:actin cytoskeleton organization', 'P:cell differentiation', 'P:heart development', 'P:muscle structure development', 'P:ossification', 'P:receptor-mediated endocytosis']"
111,P12882,MYH1,https://www.antibodypedia.com/gene/4383/MYH1,4,173,6,27,-3,-1,4.975721585497061,"['C:A band', 'C:cytoplasm', 'C:cytoplasmic ribonucleoprotein granule', 'C:intercalated disc', 'C:muscle myosin complex', 'C:myosin filament', 'C:myosin II complex', 'F:actin filament binding', 'F:ATP binding', 'F:calmodulin binding', 'F:microfilament motor activity', 'P:muscle contraction']"
184,P61019,RAB2A,https://www.antibodypedia.com/gene/4367/RAB2A,7,83,1,8,0,3,4.915528695670926,"['C:acrosomal vesicle', 'C:autophagosome membrane', 'C:cytosol', 'C:endoplasmic reticulum membrane', 'C:endoplasmic reticulum-Golgi intermediate compartment membrane', 'C:extracellular exosome', 'C:Golgi apparatus', 'C:Golgi membrane', 'C:lysosomal membrane', 'C:melanosome', 'C:nucleus', 'F:GDP binding', 'F:GTP binding', 'F:GTPase activity', 'P:endoplasmic reticulum to Golgi vesicle-mediated transport', 'P:Golgi organization', 'P:macroautophagy', 'P:protein transport', 'P:vesicle-mediated transport']"
75,P01100,FOS,https://www.antibodypedia.com/gene/4375/FOS,48,36978,489,17,17,2,4.900870102457442,"['C:chromatin', 'C:cytosol', 'C:endoplasmic reticulum', 'C:nucleoplasm', 'C:nucleus', 'C:protein-DNA complex', 'C:RNA polymerase II transcription regulator complex', 'C:transcription factor AP-1 complex', 'F:chromatin binding', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:DNA-binding transcription factor activity', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:identical protein binding', 'F:R-SMAD binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:RNA polymerase II core promoter sequence-specific DNA binding', 'F:RNA polymerase II-specific DNA-binding transcription factor binding', 'F:sequence-specific double-stranded DNA binding', 'F:transcription cis-regulatory region binding', 'F:transcription coregulator binding', 'P:cellular response to cadmium ion', 'P:cellular response to calcium ion', 'P:cellular response to epidermal growth factor stimulus', 'P:cellular response to hypoxia', 'P:cellular response to parathyroid hormone stimulus', 'P:cellular response to phorbol 13-acetate 12-myristate', 'P:cellular response to prolactin', 'P:cellular response to reactive oxygen species', 'P:cellular response to tumor necrosis factor', 'P:cellular response to zinc ion starvation', 'P:conditioned taste aversion', 'P:female pregnancy', 'P:inflammatory response', 'P:integrated stress response signaling', 'P:mononuclear cell differentiation', 'P:myoblast proliferation', 'P:nervous system development', 'P:osteoclast differentiation', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of miRNA transcription', 'P:positive regulation of osteoclast differentiation', 'P:positive regulation of transcription by RNA polymerase II', 'P:regulation of transcription by RNA polymerase II', 'P:response to activity', 'P:response to cAMP', 'P:response to corticosterone', 'P:response to ethanol', 'P:response to gravity', 'P:response to immobilization stress', 'P:response to insulin', 'P:response to light stimulus', 'P:response to lipopolysaccharide', 'P:response to muscle stretch', 'P:response to progesterone', 'P:response to toxic substance', 'P:response to xenobiotic stimulus', 'P:skeletal muscle cell differentiation', 'P:skeletal muscle cell proliferation', 'P:SMAD protein signal transduction', 'P:transcription by RNA polymerase II', 'P:transforming growth factor beta receptor signaling pathway']"
86,P08237,PFKM,https://www.antibodypedia.com/gene/1061/PFKM,13,187,1,6,0,3,4.8332440030112815,"['C:6-phosphofructokinase complex', 'C:apical plasma membrane', 'C:cytosol', 'C:membrane', 'C:nucleus', 'C:sperm principal piece', 'F:6-phosphofructokinase activity', 'F:AMP binding', 'F:ATP binding', 'F:fructose binding', 'F:fructose-6-phosphate binding', 'F:identical protein binding', 'F:kinase binding', 'F:metal ion binding', 'F:monosaccharide binding', 'P:canonical glycolysis', 'P:fructose 1,6-bisphosphate metabolic process', 'P:fructose 6-phosphate metabolic process', 'P:glucose homeostasis', 'P:glycogen catabolic process', 'P:glycolysis from storage polysaccharide through glucose-1-phosphate', 'P:glycolytic process', 'P:glycolytic process through fructose-6-phosphate', 'P:muscle cell cellular homeostasis', 'P:positive regulation of insulin secretion', 'P:positive regulation of transcription by RNA polymerase II']"
240,Q14517,FAT1,https://www.antibodypedia.com/gene/964/FAT1,6,934,27,8,0,3,4.812683286953994,"['C:apical plasma membrane', 'C:cell-cell junction', 'C:cytosol', 'C:extracellular exosome', 'C:filopodium', 'C:focal adhesion', 'C:lamellipodium', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'F:calcium ion binding', 'P:actin filament organization', 'P:anatomical structure morphogenesis', 'P:cell adhesion', 'P:cell migration', 'P:cell-cell adhesion', 'P:cell-cell signaling', 'P:cellular response to angiotensin', 'P:epithelial cell morphogenesis', 'P:establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis', 'P:establishment or maintenance of cell polarity', 'P:homophilic cell adhesion via plasma membrane adhesion molecules', 'P:lens development in camera-type eye', 'P:positive regulation of vascular associated smooth muscle cell migration']"
19,B2RPK0,NA,None,0,0,0,0,2,5,4.8024613694354015,"['C:chromosome', 'C:nucleus', 'F:DNA binding, bending', 'P:regulation of transcription by RNA polymerase II']"
310,Q71UM5,RPS27L,https://www.antibodypedia.com/gene/42798/RPS27L,1,28,2,8,-5,5,4.791711520784612,"['C:cytosolic small ribosomal subunit', 'C:nucleus', 'F:cysteine-type endopeptidase activator activity involved in apoptotic process', 'F:metal ion binding', 'F:RNA binding', 'F:structural constituent of ribosome', 'F:translation activator activity', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator', 'P:intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'P:mitotic G1 DNA damage checkpoint signaling', 'P:positive regulation of translation', 'P:ribosomal small subunit assembly', 'P:translation']"
427,Q99986,VRK1,https://www.antibodypedia.com/gene/42/VRK1,7,213,20,3,6,2,4.767171013614317,"['C:Cajal body', 'C:chromatin', 'C:cytosol', 'C:Golgi stack', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:ATP binding', 'F:histone binding', 'F:histone H2AX kinase activity', 'F:histone H3S10 kinase activity', 'F:histone H3T3 kinase activity', 'F:kinase activity', 'F:nucleosomal DNA binding', 'F:protein kinase activity', 'F:protein kinase binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:Cajal body organization', 'P:cell division', 'P:chromatin remodeling', 'P:DNA damage response', 'P:Golgi disassembly', 'P:mitotic nuclear membrane disassembly', 'P:neuron projection development', 'P:positive regulation of protein localization to chromatin', 'P:protein autophosphorylation', 'P:protein phosphorylation', 'P:regulation of neuron migration', 'P:signal transduction']"
537,Q9Y620,RAD54B,https://www.antibodypedia.com/gene/1882/RAD54B,5,95,25,9,4,1,4.735280662736446,"['C:nucleus', 'F:ATP binding', 'F:ATP-dependent chromatin remodeler activity', 'F:DNA binding', 'F:DNA helicase activity', 'F:DNA translocase activity', 'F:hydrolase activity', 'F:RNA helicase activity', 'P:determination of adult lifespan', 'P:double-strand break repair via homologous recombination', 'P:mitotic recombination', 'P:reciprocal meiotic recombination', 'P:response to ionizing radiation', 'P:response to xenobiotic stimulus']"
405,Q96JH7,VCPIP1,https://www.antibodypedia.com/gene/24885/VCPIP1,2,25,6,7,7,1,4.695812973621674,"['C:cytoplasm', 'C:endoplasmic reticulum lumen', 'C:Golgi stack', 'C:nucleus', 'F:cysteine-type deubiquitinase activity', 'P:DNA damage response', 'P:endoplasmic reticulum membrane fusion', 'P:Golgi reassembly', 'P:protein deubiquitination', 'P:protein K11-linked deubiquitination', 'P:protein K48-linked deubiquitination', 'P:protein ubiquitination', 'P:protein-DNA covalent cross-linking repair', 'P:proteolysis', 'P:regulation of protein localization to chromatin']"
424,Q99570,PIK3R4,https://www.antibodypedia.com/gene/33331/PIK3R4,14,77,13,9,2,1,4.678637347136052,"['C:autophagosome', 'C:axoneme', 'C:cytosol', 'C:intracellular membrane-bounded organelle', 'C:late endosome', 'C:membrane', 'C:microtubule cytoskeleton', 'C:nucleus-vacuole junction', 'C:phagocytic vesicle membrane', 'C:phosphatidylinositol 3-kinase complex, class III', 'C:phosphatidylinositol 3-kinase complex, class III, type I', 'C:phosphatidylinositol 3-kinase complex, class III, type II', 'F:ATP binding', 'F:protein kinase activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:autophagosome maturation', 'P:cellular response to glucose starvation', 'P:early endosome to late endosome transport', 'P:late endosome to vacuole transport', 'P:macroautophagy', 'P:phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:phosphatidylinositol-3-phosphate biosynthetic process', 'P:protein phosphorylation', 'P:protein targeting to lysosome', 'P:protein targeting to vacuole', 'P:receptor catabolic process', 'P:regulation of autophagy', 'P:regulation of cytokinesis', 'P:regulation of macroautophagy']"
139,P25391,LAMA1,https://www.antibodypedia.com/gene/4123/LAMA1,22,177,3,6,0,2,4.663830787878363,"['C:basement membrane', 'C:cell-cell junction', 'C:collagen-containing extracellular matrix', 'C:extracellular matrix', 'C:extracellular region', 'C:extracellular space', 'C:laminin-1 complex', 'C:laminin-3 complex', 'C:membrane', 'C:protein complex involved in cell-matrix adhesion', 'F:extracellular matrix structural constituent', 'F:glycosphingolipid binding', 'F:signaling receptor binding', 'P:branching involved in salivary gland morphogenesis', 'P:cell adhesion', 'P:cell surface receptor signaling pathway', 'P:epithelial tube branching involved in lung morphogenesis', 'P:establishment of epithelial cell apical/basal polarity', 'P:morphogenesis of an epithelial sheet', 'P:neuron projection development', 'P:positive regulation of cell adhesion', 'P:positive regulation of integrin-mediated signaling pathway', 'P:positive regulation of muscle cell differentiation', 'P:regulation of basement membrane organization', 'P:regulation of cell migration', 'P:regulation of embryonic development', 'P:retinal blood vessel morphogenesis']"
419,Q96SF7,TBX15,https://www.antibodypedia.com/gene/20199/TBX15,4,121,1,3,7,2,4.641738949870268,"['C:chromatin', 'C:nucleus', 'C:RNA polymerase II transcription repressor complex', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:DNA-binding transcription repressor activity, RNA polymerase II-specific', 'F:protein homodimerization activity', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:sequence-specific double-stranded DNA binding', 'P:cell fate specification', 'P:embryonic cranial skeleton morphogenesis', 'P:positive regulation of DNA-templated transcription', 'P:regulation of transcription by RNA polymerase II']"
72,O95613,PCNT,https://www.antibodypedia.com/gene/3139/PCNT,8,207,2,15,-1,1,4.62656914225887,"['C:centriolar satellite', 'C:centriole', 'C:centrosome', 'C:cytosol', 'C:membrane', 'C:microtubule', 'F:calmodulin binding', 'F:molecular adaptor activity', 'P:cilium assembly', 'P:microtubule cytoskeleton organization', 'P:mitotic spindle organization', 'P:positive regulation of intracellular protein transport', 'P:signal transduction']"
480,Q9NXR1,NDE1,https://www.antibodypedia.com/gene/11751/NDE1,7,175,1,8,-1,3,4.594269834601476,"['C:centrosome', 'C:cleavage furrow', 'C:cytosol', 'C:kinesin complex', 'C:kinetochore', 'C:membrane', 'C:microtubule', 'C:spindle pole centrosome', 'C:synapse', 'F:identical protein binding', 'F:microtubule binding', 'P:cell division', 'P:cell migration', 'P:centrosome duplication', 'P:centrosome localization', 'P:cerebral cortex development', 'P:chromosome segregation', 'P:establishment of chromosome localization', 'P:establishment of mitotic spindle orientation', 'P:microtubule nucleation', 'P:mitotic centrosome separation', 'P:neuroblast proliferation', 'P:neuron migration', 'P:vesicle transport along microtubule']"
179,P53675,CLTCL1,https://www.antibodypedia.com/gene/50558/CLTCL1,3,52,0,9,-1,3,4.580009011083556,"['C:clathrin coat of trans-Golgi network vesicle', 'C:clathrin complex', 'C:clathrin-coated endocytic vesicle', 'C:clathrin-coated pit', 'C:clathrin-coated vesicle', 'C:coated vesicle', 'C:cytosol', 'C:extracellular exosome', 'C:late endosome', 'C:membrane', 'C:sorting endosome', 'C:spindle', 'C:trans-Golgi network', 'F:clathrin light chain binding', 'F:structural molecule activity', 'P:anatomical structure morphogenesis', 'P:intracellular protein transport', 'P:mitotic cell cycle', 'P:positive regulation of glucose import', 'P:receptor-mediated endocytosis', 'P:retrograde transport, endosome to Golgi']"
342,Q8IVV7,GID4,https://www.antibodypedia.com/gene/25602/GID4,3,29,0,4,3,3,4.542746224655621,"['C:ubiquitin ligase complex', 'F:ubiquitin protein ligase activity', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process']"
219,Q12959,DLG1,https://www.antibodypedia.com/gene/4273/DLG1,16,807,4,7,1,2,4.507402752048629,"['C:adherens junction', 'C:apical plasma membrane', 'C:basement membrane', 'C:basolateral plasma membrane', 'C:bicellular tight junction', 'C:cell junction', 'C:cell projection membrane', 'C:cell-cell junction', 'C:cytoplasm', 'C:cytoplasmic side of plasma membrane', 'C:cytosol', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:extracellular exosome', 'C:glutamatergic synapse', 'C:Golgi apparatus', 'C:immunological synapse', 'C:intercalated disc', 'C:lateral loop', 'C:lateral plasma membrane', 'C:membrane raft', 'C:microtubule', 'C:MPP7-DLG1-LIN7 complex', 'C:myelin sheath abaxonal region', 'C:neuromuscular junction', 'C:neuron projection', 'C:node of Ranvier', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:postsynaptic density membrane', 'C:sarcolemma', 'C:synaptic membrane', 'F:cadherin binding', 'F:cytoskeletal protein binding', 'F:guanylate kinase activity', 'F:ionotropic glutamate receptor binding', 'F:L27 domain binding', 'F:molecular adaptor activity', 'F:phosphatase binding', 'F:phosphoprotein phosphatase activity', 'F:potassium channel regulator activity', 'F:protein kinase binding', 'F:structural constituent of postsynaptic density', 'F:transmembrane transporter binding', 'P:actin filament organization', 'P:actin filament polymerization', 'P:amyloid precursor protein metabolic process', 'P:astral microtubule organization', 'P:bicellular tight junction assembly', 'P:branching involved in ureteric bud morphogenesis', 'P:cell-cell adhesion', 'P:chemical synaptic transmission', 'P:cortical actin cytoskeleton organization', 'P:cortical microtubule organization', 'P:embryonic skeletal system morphogenesis', 'P:endothelial cell proliferation', 'P:establishment of centrosome localization', 'P:establishment or maintenance of cell polarity', 'P:establishment or maintenance of epithelial cell apical/basal polarity', 'P:hard palate development', 'P:immunological synapse formation', 'P:lens development in camera-type eye', 'P:membrane raft organization', 'P:negative regulation of epithelial cell proliferation', 'P:negative regulation of ERK1 and ERK2 cascade', 'P:negative regulation of G1/S transition of mitotic cell cycle', 'P:negative regulation of p38MAPK cascade', 'P:negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:negative regulation of T cell proliferation', 'P:negative regulation of transcription by RNA polymerase II', 'P:neurotransmitter receptor localization to postsynaptic specialization membrane', 'P:peristalsis', 'P:phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:positive regulation of actin filament polymerization', 'P:positive regulation of cell population proliferation', 'P:positive regulation of potassium ion transport', 'P:positive regulation of protein localization to plasma membrane', 'P:protein localization to plasma membrane', 'P:protein-containing complex localization', 'P:receptor clustering', 'P:receptor localization to synapse', 'P:regulation of cell shape', 'P:regulation of membrane potential', 'P:regulation of myelination', 'P:regulation of postsynaptic membrane neurotransmitter receptor levels', 'P:regulation of potassium ion export across plasma membrane', 'P:regulation of potassium ion import', 'P:regulation of protein localization to synapse', 'P:regulation of sodium ion transmembrane transport', 'P:regulation of ventricular cardiac muscle cell action potential', 'P:regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization', 'P:reproductive structure development', 'P:smooth muscle tissue development', 'P:T cell proliferation']"
509,Q9UL15,BAG5,https://www.antibodypedia.com/gene/36/BAG5,13,87,0,2,5,2,4.488499795420731,"['C:cytoplasm', 'C:cytosol', 'C:inclusion body', 'C:junctional membrane complex', 'C:membrane', 'C:mitochondrion', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'F:adenyl-nucleotide exchange factor activity', 'F:protein kinase binding', 'F:protein-folding chaperone binding', 'F:ubiquitin protein ligase binding', 'P:Golgi organization', 'P:negative regulation of neuron projection development', 'P:negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway', 'P:negative regulation of proteasomal ubiquitin-dependent protein catabolic process', 'P:negative regulation of protein refolding', 'P:negative regulation of protein ubiquitination', 'P:negative regulation of ubiquitin-protein transferase activity', 'P:protein folding', 'P:protein stabilization', 'P:regulation of inclusion body assembly', 'P:regulation of ubiquitin-protein transferase activity']"
349,Q8IZL8,PELP1,https://www.antibodypedia.com/gene/23315/PELP1,7,164,1,5,1,3,4.457225645930598,"['C:cytoplasm', 'C:euchromatin', 'C:membrane', 'C:MLL1 complex', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'F:chromatin binding', 'F:RNA binding', 'F:SUMO binding', 'P:cellular response to estrogen stimulus', 'P:positive regulation of transcription by RNA polymerase II', 'P:rRNA processing']"
81,P05413,FABP3,https://www.antibodypedia.com/gene/4505/FABP3,25,992,6,3,-1,3,4.439212028836308,"['C:cytosol', 'C:extracellular exosome', 'C:extracellular space', 'C:nucleus', 'F:cytoskeletal protein binding', 'F:long-chain fatty acid binding', 'F:oleic acid binding', 'P:brown fat cell differentiation', 'P:cholesterol homeostasis', 'P:intracellular lipid transport', 'P:long-chain fatty acid transport', 'P:negative regulation of cell population proliferation', 'P:phospholipid homeostasis', 'P:positive regulation of long-chain fatty acid import into cell', 'P:positive regulation of phospholipid biosynthetic process', 'P:regulation of fatty acid oxidation', 'P:regulation of phosphatidylcholine biosynthetic process']"
370,Q8NEZ5,FBXO22,https://www.antibodypedia.com/gene/27397/FBXO22,4,68,2,2,4,3,4.4343069627378195,"['C:cytosol', 'C:nucleus', 'C:Z disc', 'F:ubiquitin-protein transferase activity', 'P:cellular response to starvation', 'P:nucleocytoplasmic transport', 'P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein modification process', 'P:protein polyubiquitination', 'P:regulation of skeletal muscle fiber development', 'P:ubiquitin-dependent protein catabolic process']"
314,Q7LBC6,KDM3B,https://www.antibodypedia.com/gene/14936/KDM3B,10,71,0,5,6,1,4.424778743248368,"['C:chromatin', 'C:histone deacetylase complex', 'C:nucleoplasm', 'F:antioxidant activity', 'F:chromatin DNA binding', 'F:histone H3K9 demethylase activity', 'F:histone H3K9me/H3K9me2 demethylase activity', 'F:metal ion binding', 'F:transcription coregulator activity', 'P:regulation of transcription by RNA polymerase II']"
232,Q13642,FHL1,https://www.antibodypedia.com/gene/16643/FHL1,29,542,5,8,-1,1,4.386718167444926,"['C:cytoplasm', 'C:cytosol', 'C:focal adhesion', 'C:nucleus', 'C:plasma membrane', 'F:metal ion binding', 'F:transmembrane transporter binding', 'P:animal organ morphogenesis', 'P:cell differentiation', 'P:muscle organ development', 'P:negative regulation of cell growth', 'P:negative regulation of G1/S transition of mitotic cell cycle', 'P:negative regulation of G2/M transition of mitotic cell cycle', 'P:positive regulation of potassium ion transport', 'P:regulation of membrane depolarization', 'P:regulation of potassium ion transmembrane transporter activity']"
396,Q96DI7,SNRNP40,https://www.antibodypedia.com/gene/16742/SNRNP40,1,10,0,5,-4,5,4.349400179252163,"['C:catalytic step 2 spliceosome', 'C:cytosol', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'C:sno(s)RNA-containing ribonucleoprotein complex', 'C:U2-type catalytic step 2 spliceosome', 'C:U4/U6 x U5 tri-snRNP complex', 'C:U5 snRNP', 'F:RNA binding', 'P:mRNA splicing, via spliceosome', 'P:RNA processing', 'P:RNA splicing', 'P:RNA splicing, via transesterification reactions']"
180,P54296,MYOM2,https://www.antibodypedia.com/gene/940/MYOM2,0,51,1,16,-1,1,4.337173915183517,"['C:M band', 'C:mitochondrion', 'C:myosin filament', 'F:kinase binding', 'F:structural constituent of muscle', 'P:extraocular skeletal muscle development', 'P:muscle contraction', 'P:sarcomere organization']"
69,O95208,EPN2,https://www.antibodypedia.com/gene/25881/EPN2,6,39,0,7,-1,3,4.328862362737027,"['C:clathrin vesicle coat', 'C:cytosol', 'C:endosome', 'C:intracellular membrane-bounded organelle', 'C:plasma membrane', 'F:cadherin binding', 'F:clathrin binding', 'F:phospholipid binding', 'P:endocytosis', 'P:negative regulation of sprouting angiogenesis', 'P:negative regulation of vascular endothelial growth factor receptor signaling pathway', 'P:positive regulation of Notch signaling pathway']"
235,Q14147,DHX34,https://www.antibodypedia.com/gene/31552/DHX34,2,22,1,8,5,1,4.305107548262161,"['C:membrane', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:helicase activity', 'F:protein-containing complex binding', 'F:RNA binding', 'F:RNA helicase activity', 'P:negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:nuclear-transcribed mRNA catabolic process', 'P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:positive regulation of phosphorylation']"
508,Q9UKG1,APPL1,https://www.antibodypedia.com/gene/2775/APPL1,12,310,2,9,-1,2,4.301685107701758,"['C:cytoplasm', 'C:cytoplasmic vesicle', 'C:cytosol', 'C:early endosome', 'C:early endosome membrane', 'C:early phagosome', 'C:endosome', 'C:endosome membrane', 'C:extracellular exosome', 'C:glutamatergic synapse', 'C:intracellular vesicle', 'C:macropinosome', 'C:membrane', 'C:nucleus', 'C:plasma membrane', 'C:postsynapse', 'C:presynapse', 'C:ruffle', 'C:vesicle membrane', 'F:beta-tubulin binding', 'F:identical protein binding', 'F:phosphatidylinositol binding', 'F:phosphatidylserine binding', 'F:protein homodimerization activity', 'F:protein kinase B binding', 'F:protein-containing complex binding', 'P:adiponectin-activated signaling pathway', 'P:cellular response to hepatocyte growth factor stimulus', 'P:insulin receptor signaling pathway', 'P:maintenance of synapse structure', 'P:negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis', 'P:positive regulation of cytokine production involved in inflammatory response', 'P:positive regulation of glucose import', 'P:positive regulation of macropinocytosis', 'P:positive regulation of melanin biosynthetic process', 'P:protein import into nucleus', 'P:regulation of fibroblast migration', 'P:regulation of G1/S transition of mitotic cell cycle', 'P:regulation of glucose import', 'P:regulation of innate immune response', 'P:regulation of protein localization to plasma membrane', 'P:regulation of toll-like receptor 4 signaling pathway', 'P:signal transduction', 'P:signaling', 'P:transforming growth factor beta receptor signaling pathway']"
